gene,log2FoldChange,stat,pvalue,padj,xiao
ACO1,-0.0191192126503543,-0.34498397401865,0.730106418869919,0.868673850768194,0.99400381463482
ACO2,-0.11334268492235,-1.94419514680092,0.0518719228203896,0.182176874705997,0.715067404842096
ACOT1,-0.0138279582278691,-0.128407052988896,0.897826849887049,0.954238209165415,0.998510759691935
ACOT11,-0.0063184566064156,-0.0823047988433235,0.934404338444933,0.971350696619574,0.999571409713192
ACOT12,-0.531072919059833,-2.41206208845333,0.0158625799880157,0.0795432096313746,0.110730503339548
ACOT13,-2.3316806698074e-4,-0.00317312302005658,0.997468218381398,0.999131629708456,0.999999408920991
ACOT2,-0.0944402893337735,-1.16887094414223,0.242455631641251,0.481530268994232,0.874751093619108
ACOT7,0.543061390808255,2.30960973002197,0.0209097704349031,0.096450243258159,0.122418353959259
ACOT8,-0.181700831583965,-2.0365285952898,0.0416973046991794,0.156741925823444,0.561400083709128
ACOT9,0.106588782493983,1.78628144963446,0.074053698925258,0.230780927284557,0.757715837943936
ACOX1,-0.0447557952005396,-1.35705034780843,0.174765213454048,0.395346557043994,0.924901472255942
ACOX2,-0.270759988367663,-2.37156129836104,0.0177131082374031,0.085938503519927,0.335512197912785
ACOX3,0.0463275834194092,0.63671633909716,0.524309628785521,0.736249155216289,0.970530486228636
ACP1,-0.038129296573452,-0.749649502639992,0.453465828247473,0.682347284308773,0.970296100214868
ACP2,-0.0528603625009361,-0.576255193027325,0.564442703993514,0.764872722057534,0.970220699425848
ACP6,-0.36246499544655,-4.66569310224952,3.07578486663408e-6,6.5777040143266e-5,0.0100479387865709
ACRC,0.583632975736156,3.42532863073864,6.1405617732525e-4,0.00634969018693744,0.0133503403824012
ACSF2,-0.0524462206312629,-0.604412323177972,0.54556954476149,0.751513337892853,0.968721153386705
ACSF3,-0.155643386411073,-1.78224022732711,0.0747100653713896,0.231884869266625,0.667803837656252
ACSL1,0.137762179774027,2.04041220481217,0.0413092873186553,0.155585551883103,0.644679283831194
ACSL3,0.00757681524703998,0.167419569698717,0.867039928093309,0.939359474739965,0.998919597928791
ACSL4,0.175207975807162,2.34201465022732,0.0191799620329364,0.0906814426711211,0.500197168456218
ACSL5,-0.148550311947847,-1.14769579821732,0.251094166374114,0.490576426030036,0.814414585869242
ACSL6,0.351578558516177,1.56387001663561,0.11784809716647,0.309460456634629,0.471516537602526
ACSM5,-0.244258745457417,-3.09077664610931,0.00199633739831216,0.0163967902245437,0.219057703196041
ACSS1,-0.190155923407364,-2.29464555510296,0.0217534453157825,0.0989541807828566,0.48291546245579
ACSS2,0.0562067185382044,1.19724173194625,0.231212348274164,0.46734000558713,0.920986250600545
ACSS3,-0.19760207798413,-2.83307025143863,0.00461032526558079,0.0315774137550811,0.345420813650178
ACTA1,-0.0543596537295707,-1.34399427919385,0.178950236844767,0.400776064240401,0.910707232012034
ACTA2,1.49190225721358,8.52547269027019,1.5218704436462e-17,1.4302476312226e-15,8.12365186737196e-26
ACTA2-AS1,1.27194772658235,4.41904406985958,9.91384320281416e-6,1.8813151627318e-4,4.31997711171485e-7
ACTB,0.665657430380348,10.5260539528516,6.55239947696813e-26,1.13151748467893e-23,1.72325592568037e-17
ACTC1,0.434912045052555,1.24085556809733,0.214659109116336,0.447287419674537,0.512117635083737
ACTG1,1.13618290684485,16.8821053826222,6.09324554169077e-64,5.6118791438972e-61,1.49977329377535e-72
ACTG2,0.165636647767884,0.620254231090993,0.53509042253541,0.74428858108404,0.901607650239651
ACTL6A,0.102420373796659,0.950179412842885,0.342021097470851,0.584924667189875,0.895937105629432
ACTN1,1.0758841339309,6.64821105837976,2.9667668928266895e-11,1.51239426658305e-9,4.7140780555286e-12
ACTN2,-0.0590747681426948,-1.34577587069008,0.178374809389697,0.399880839104426,0.903176650488926
